ID,Gazetteer,L1 code,L2 code,L3 code,L4 code,Kew region code,Kew region subdivision,Kew region,Synonym,Notes
2264,Uvea,6.0000000000000000e+00,6.0000000000000000e+01,WAL,WAL-OO,9.0000000000000000e+00,D,Samoan Islands,,one of Wallis Is.
2265,Uzbekistan,3.0000000000000000e+00,3.2000000000000000e+01,UZB,UZB-OO,3.0000000000000000e+00,,Northern Asia,,
2266,Vaitupu,6.0000000000000000e+00,6.0000000000000000e+01,TUV,TUV-OO,9.0000000000000000e+00,D,Samoan Islands,,
2267,Valparaíso,8.0000000000000000e+00,8.5000000000000000e+01,CLC,CLC-VA,1.8000000000000000e+01,,Temperate South America,,
2268,Vancouver I.,7.0000000000000000e+00,7.1000000000000000e+01,BRC,BRC-OO,1.3000000000000000e+01,,North America,,
2269,Vanikoro I.,6.0000000000000000e+00,6.0000000000000000e+01,SCZ,SCZ-OO,9.0000000000000000e+00,A,Melanesia,,
2270,Vanua Lava,6.0000000000000000e+00,6.0000000000000000e+01,VAN,VAN-OO,9.0000000000000000e+00,A,Melanesia,,
2271,Vamua Levu,6.0000000000000000e+00,6.0000000000000000e+01,FIJ,FIJ-OO,9.0000000000000000e+00,C,Fiji Islands,,
2272,Vanuatu,6.0000000000000000e+00,6.0000000000000000e+01,VAN,VAN-OO,9.0000000000000000e+00,A,Melanesia,,
2273,Vate,6.0000000000000000e+00,6.0000000000000000e+01,VAN,VAN-OO,9.0000000000000000e+00,A,Melanesia,Efate,
2274,Vatican City,1.0000000000000000e+00,1.3000000000000000e+01,ITA,ITA-VC,1.0000000000000000e+00,,Europe,,Ecclesiastical State
2275,Vatoa Is.,6.0000000000000000e+00,6.0000000000000000e+01,FIJ,FIJ-OO,9.0000000000000000e+00,C,Fiji Islands,,
2276,Vatulele,6.0000000000000000e+00,6.0000000000000000e+01,FIJ,FIJ-OO,9.0000000000000000e+00,C,Fiji Islands,,
2277,Vavau Is.,6.0000000000000000e+00,6.0000000000000000e+01,TON,TON-OO,9.0000000000000000e+00,D,Samoan Islands,,
2278,Venda,2.0000000000000000e+00,2.7000000000000000e+01,TVL,,1.2000000000000000e+01,,South Africa,,
2279,Venezuela,8.0000000000000000e+00,8.2000000000000000e+01,VEN,VEN-OO,1.7000000000000000e+01,,West Tropical South America,,
2280,Venezuelan Antilles,8.0000000000000000e+00,8.1000000000000000e+01,VNA,VNA-OO,1.7000000000000000e+01,,West Tropical South America,,
2281,Veracruz,7.0000000000000000e+00,7.9000000000000000e+01,MXG,MXG-VC,1.4000000000000000e+01,,Central America,,
2282,Vereker Banks,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-GD,4.0000000000000000e+00,,Eastern Asia,,
2283,Vermont,7.0000000000000000e+00,7.5000000000000000e+01,VER,VER-OO,1.3000000000000000e+01,,Northern Asia,,
2284,Victoria,5.0000000000000000e+00,5.0000000000000000e+01,VIC,VIC-OO,7.0000000000000000e+00,,Australia,,
2285,Vieques I.,8.0000000000000000e+00,8.1000000000000000e+01,PUE,PUE-OO,1.5000000000000000e+01,,West Indies,,
2286,Vietnam,4.0000000000000000e+00,4.1000000000000000e+01,VIE,VIE-OO,6.0000000000000000e+00,B,Indo-China,,
2287,Vietnam, North,4.0000000000000000e+00,4.1000000000000000e+01,VIE,VIE-OO,6.0000000000000000e+00,B,Indo-China,,
2288,Vietnam, South,4.0000000000000000e+00,4.1000000000000000e+01,VIE,VIE-OO,6.0000000000000000e+00,B,Indo-China,,
2289,Virgin Gorda,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-BV,1.5000000000000000e+01,,West Indies,,
2290,Virgin Is.,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-VI,1.5000000000000000e+01,,West Indies,,[American]
2291,Virgin Is.,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-BV,1.5000000000000000e+01,,West Indies,,[British]
2292,Virginia,7.0000000000000000e+00,7.8000000000000000e+01,VRG,VRG-OO,1.3000000000000000e+01,,North America,,
2293,Viti Levu,6.0000000000000000e+00,6.0000000000000000e+01,FIJ,FIJ-OO,9.0000000000000000e+00,C,Fiji Islands,,
2294,Vitu Is.,4.0000000000000000e+00,4.2000000000000000e+01,BIS,BIS-OO,6.0000000000000000e+00,E,New Guinea,Witu Is.,
2295,Vladimir,1.0000000000000000e+00,1.4000000000000000e+01,RUC,RUC-OO,1.0000000000000000e+00,,Europe,,
2296,Vojvodina,1.0000000000000000e+00,1.3000000000000000e+01,YUG,YUG-SE,1.0000000000000000e+00,,Europe,,
2297,Volcano Is.,3.0000000000000000e+00,3.8000000000000000e+01,KZN,KZN-OO,4.0000000000000000e+00,,Eastern Asia,Kazan-retto,
2298,Volgograd,1.0000000000000000e+00,1.4000000000000000e+01,RUS,RUS-OO,1.0000000000000000e+00,,Europe,,
2299,Vologda,1.0000000000000000e+00,1.4000000000000000e+01,RUN,RUN-OO,1.0000000000000000e+00,,Europe,,
2300,Voriai Sporadhes,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,[see also Sporadhes 34 Western Asia]
2301,Voronezh,1.0000000000000000e+00,1.4000000000000000e+01,RUC,RUC-OO,1.0000000000000000e+00,,Europe,,
2302,Vostok I.,6.0000000000000000e+00,6.1000000000000000e+01,LIN,LIN-KI,9.0000000000000000e+00,E,S.E. Polynesia,,
2303,Vrangelya Ostrova,3.0000000000000000e+00,3.1000000000000000e+01,MAG,MAG-OO,3.0000000000000000e+00,,Northern Asia,,
2304,Waigeo,4.0000000000000000e+00,4.2000000000000000e+01,NWG,NWG-IJ,6.0000000000000000e+00,E,New Guinea,,
2305,Wake I.,6.0000000000000000e+00,6.2000000000000000e+01,WAK,WAK-OO,9.0000000000000000e+00,F,Micronesia,,
2306,Wales,1.0000000000000000e+00,1.0000000000000000e+01,GRB,GRB-OO,1.0000000000000000e+00,,Europe,,
2307,Walfish Bay,2.0000000000000000e+00,2.7000000000000000e+01,NAM,NAM-OO,1.2000000000000000e+01,,South Africa,,
2308,Wallis Is.,6.0000000000000000e+00,6.0000000000000000e+01,WAL,WAL-OO,9.0000000000000000e+00,D,Samoan Islands,,
2309,Wallis-Futuna Is.,6.0000000000000000e+00,6.0000000000000000e+01,WAL,WAL-OO,9.0000000000000000e+00,D,Samoan Islands,,sel-governing Overseas Territory of France
2310,Walpole I.,6.0000000000000000e+00,6.0000000000000000e+01,NWC,NWC-OO,9.0000000000000000e+00,B,New Caledonia,,
2311,Walvis Bay,2.0000000000000000e+00,2.7000000000000000e+01,NAM,NAM-OO,1.2000000000000000e+01,,South Africa,,
2312,Washington DC,7.0000000000000000e+00,7.8000000000000000e+01,WDC,WDC-OO,1.3000000000000000e+01,,North America,,
2313,Washington I.,6.0000000000000000e+00,6.1000000000000000e+01,LIN,LIN-KI,9.0000000000000000e+00,E,S.E. Polynesia,,
2314,Washington,7.0000000000000000e+00,7.3000000000000000e+01,WAS,WAS-OO,1.3000000000000000e+01,,North America,,[state]
2315,Way I.,4.0000000000000000e+00,4.1000000000000000e+01,VIE,VIE-OO,6.0000000000000000e+00,B,Indo-China,Ko Way,
2316,Wenman I.,8.0000000000000000e+00,8.3000000000000000e+01,GAL,GAL-OO,1.7000000000000000e+01,,West Tropical South America,,
2317,West Bengal,4.0000000000000000e+00,4.0000000000000000e+01,IND,IND-WB,5.0000000000000000e+00,,India,,
2318,West Berlin,1.0000000000000000e+00,1.1000000000000000e+01,GER,GER-OO,1.0000000000000000e+00,,Europe,,
2319,West Cameroons,2.0000000000000000e+00,,,,,,,British Cameroons,split between areas 10 A West Tropical Africa and 10 B Cameroons and Congo of Kew system
2320,West Germany,1.0000000000000000e+00,1.1000000000000000e+01,GER,GER-OO,1.0000000000000000e+00,,Europe,,
2321,West Irian,4.0000000000000000e+00,4.2000000000000000e+01,NWG,NWG-IJ,6.0000000000000000e+00,E,New Guinea,Irian Jaya,
2322,West Kazakhstan,1.0000000000000000e+00,1.4000000000000000e+01,RUS,RUS-OO,1.0000000000000000e+00,,Europe,,[west of Ural River]
2323,West Pakistan,4.0000000000000000e+00,4.0000000000000000e+01,PAK,PAK-OO,,,,Pakistan (i.e. not East Pakistan [Bangladesh]),split between areas 2 A Orient ('Baluchistan') and 5 India in Kew system
2324,West Siberia,3.0000000000000000e+00,3.0000000000000000e+01,WSB,WSB-OO,3.0000000000000000e+00,,Northern Asia,,
2325,West Virginia,7.0000000000000000e+00,7.5000000000000000e+01,WVA,WVA-OO,1.3000000000000000e+01,,North America,,
2326,Western Australia,5.0000000000000000e+00,5.0000000000000000e+01,WAU,WAU-WA,7.0000000000000000e+00,,Australia,,excluding Ashmore-Cartier
2327,Western Australia,5.0000000000000000e+00,5.0000000000000000e+01,WAU,,7.0000000000000000e+00,,Australia,,including Ashmore-Cartier
2328,Western Sahara,2.0000000000000000e+00,2.0000000000000000e+01,WSA,WSA-OO,2.0000000000000000e+00,B,North Africa,,
2329,Western Samoa,6.0000000000000000e+00,6.0000000000000000e+01,SAM,SAM-WS,9.0000000000000000e+00,D,Samoan Islands,,
2330,Wetar,4.0000000000000000e+00,4.2000000000000000e+01,LSI,LSI-LS,6.0000000000000000e+00,C,Malay Islands,,one of Barat Daya Is.
2331,Wharekauri,5.0000000000000000e+00,5.1000000000000000e+01,CTM,CTM-OO,8.0000000000000000e+00,,New Zealand,Chatham Is.,
2332,White Russia,1.0000000000000000e+00,1.4000000000000000e+01,BLR,BLR-OO,1.0000000000000000e+00,,Europe,,
2333,Wilkes I.,6.0000000000000000e+00,6.2000000000000000e+01,WAK,WAK-OO,9.0000000000000000e+00,F,Micronesia,,
2334,Wilkes Land,9.0000000000000000e+00,9.1000000000000000e+01,ANT,ANT-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,part of Australian Antarctic Territory
2335,Willis Is.,5.0000000000000000e+00,5.0000000000000000e+01,QLD,QLD-CS,7.0000000000000000e+00,,Australia,,
2336,Windward Is.,8.0000000000000000e+00,8.1000000000000000e+01,WIN,,1.5000000000000000e+01,,West Indies,,[Caribbean]
2337,Windward Is.,5.0000000000000000e+00,5.1000000000000000e+01,ATP,ATP-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,[New Zealand]
2338,Windward Is.,6.0000000000000000e+00,6.1000000000000000e+01,SCI,SCI-OO,9.0000000000000000e+00,E,S.E. Polynesia,,[Pacific] part of Iles du Vent
2339,Winslow Reef,6.0000000000000000e+00,6.0000000000000000e+01,PHX,PHX-OO,9.0000000000000000e+00,D,Samoan Islands,,
2340,Wisconsin,7.0000000000000000e+00,7.4000000000000000e+01,WIS,WIS-OO,1.3000000000000000e+01,,North America,,
2341,Witu Is.,4.0000000000000000e+00,4.2000000000000000e+01,BIS,BIS-OO,6.0000000000000000e+00,E,New Guinea,,
2342,Woleai,6.0000000000000000e+00,6.2000000000000000e+01,CRL,CRL-MF,9.0000000000000000e+00,F,Micronesia,,
2343,Woodlark I.,4.0000000000000000e+00,4.2000000000000000e+01,NWG,NWG-PN,6.0000000000000000e+00,E,New Guinea,,
2344,Wotje,6.0000000000000000e+00,6.2000000000000000e+01,MRS,MRS-OO,9.0000000000000000e+00,F,Micronesia,,part of Ratak chain
2345,Wrangel I.,3.0000000000000000e+00,3.1000000000000000e+01,MAG,MAG-OO,3.0000000000000000e+00,,Northern Asia,Vrangelya Ostrova,
2346,Wuvulu I.,4.0000000000000000e+00,4.2000000000000000e+01,BIS,BIS-OO,6.0000000000000000e+00,E,New Guinea,,one of Ninigo Is.
2347,Wyoming,7.0000000000000000e+00,7.3000000000000000e+01,WYO,WYO-OO,1.3000000000000000e+01,,North America,,
2348,Xianggang,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-HK,4.0000000000000000e+00,,Eastern Asia,Hong Kong,
2349,Xinjiang,3.0000000000000000e+00,3.6000000000000000e+01,CHX,CHX-OO,4.0000000000000000e+00,,Eastern Asia,,
2350,Xisha Is.,4.0000000000000000e+00,4.1000000000000000e+01,SCS,SCS-PI,6.0000000000000000e+00,B,Indo-China,Paracel Is.,
2351,Xizang,3.0000000000000000e+00,3.6000000000000000e+01,CHQ,CHQ-OO,4.0000000000000000e+00,,Eastern Asia,,
2352,Yaku-shima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-KY,4.0000000000000000e+00,,Eastern Asia,,part of Osumi-shoto
2353,Yakutskiya,3.0000000000000000e+00,3.0000000000000000e+01,YAK,YAK-OO,3.0000000000000000e+00,,Northern Asia,,
2354,Yamalo-Nenets,3.0000000000000000e+00,3.0000000000000000e+01,WSB,WSB-OO,3.0000000000000000e+00,,Northern Asia,,
2355,Yanam,4.0000000000000000e+00,4.0000000000000000e+01,IND,IND-YA,5.0000000000000000e+00,,India,,
2356,Yap,6.0000000000000000e+00,6.2000000000000000e+01,CRL,CRL-MF,9.0000000000000000e+00,F,Micronesia,,
2357,Yapen,4.0000000000000000e+00,4.2000000000000000e+01,NWG,NWG-IJ,6.0000000000000000e+00,E,New Guinea,,
2358,Yaroslavl,1.0000000000000000e+00,1.4000000000000000e+01,RUC,RUC-OO,1.0000000000000000e+00,,Europe,,
2359,Yasawa Is.,6.0000000000000000e+00,6.0000000000000000e+01,FIJ,FIJ-OO,9.0000000000000000e+00,C,Fiji Islands,,
2360,Yemen Arab Republic,3.0000000000000000e+00,3.5000000000000000e+01,YEM,YEM-NY,2.0000000000000000e+00,A,Orient,North Yemen,
2361,Yemen,3.0000000000000000e+00,3.5000000000000000e+01,YEM,,2.0000000000000000e+00,A,Orient,,excluding Socotra
2362,Yemen, People's Democratic Republic of,3.0000000000000000e+00,3.5000000000000000e+01,YEM,YEM-SY,2.0000000000000000e+00,A,Orient,,
2363,Yevreysk,3.0000000000000000e+00,3.1000000000000000e+01,KHA,KHA-OO,3.0000000000000000e+00,,Northern Asia,,
2364,Yianisadhes,1.0000000000000000e+00,1.3000000000000000e+01,KRI,KRI-OO,1.0000000000000000e+00,,Europe,,
2365,Yonaguni,3.0000000000000000e+00,3.8000000000000000e+01,NNS,NNS-OO,4.0000000000000000e+00,,Eastern Asia,,part of Sakishima-gunto
2366,Young I.,9.0000000000000000e+00,9.1000000000000000e+01,ANT,ANT-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,part of Ross Dependency
2367,Yucatán,7.0000000000000000e+00,7.9000000000000000e+01,MXT,MXT-YU,1.4000000000000000e+01,,Central America,,
2368,Yugo-Osetiya,3.0000000000000000e+00,3.3000000000000000e+01,TCS,TCS-GR,2.0000000000000000e+00,A,Orient,,
2369,Yugoslavia,1.0000000000000000e+00,1.3000000000000000e+01,YUG,,1.0000000000000000e+00,,Europe,,
2370,Yukon,7.0000000000000000e+00,7.0000000000000000e+01,YUK,YUK-OO,1.3000000000000000e+01,,North America,,
2371,Yunnan,3.0000000000000000e+00,3.6000000000000000e+01,CHC,CHC-YN,4.0000000000000000e+00,,Eastern Asia,,
2372,Zacatecas,7.0000000000000000e+00,7.9000000000000000e+01,MXE,MXE-ZA,1.4000000000000000e+01,,Central America,,
2373,Zafora,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,
2374,Zaire,2.0000000000000000e+00,2.3000000000000000e+01,ZAI,ZAI-OO,1.0000000000000000e+01,B,Cameroons and Congo,,
2375,Zakinthos,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,
2376,Zambia,2.0000000000000000e+00,2.6000000000000000e+01,ZAM,ZAM-OO,1.0000000000000000e+01,E,South Tropical Africa,,
2377,Zante,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,Zakinthos,
2378,Zanzibar,2.0000000000000000e+00,2.5000000000000000e+01,TAN,TAN-OO,1.0000000000000000e+01,D,East Tropical Africa,,
2379,Zemlya Franz Josef,3.0000000000000000e+00,3.0000000000000000e+01,WSB,WSB-OO,3.0000000000000000e+00,,Northern Asia,Zemlya Frantsa-Iosifa,
2380,Zhejiang,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-ZJ,4.0000000000000000e+00,,Eastern Asia,,
2381,Zimbabwe,2.0000000000000000e+00,2.6000000000000000e+01,ZIM,ZIM-OO,1.0000000000000000e+01,E,South Tropical Africa,,
2382,Zufar,3.0000000000000000e+00,3.5000000000000000e+01,OMA,OMA-OO,2.0000000000000000e+00,A,Orient,,
2383,Zululand,2.0000000000000000e+00,2.7000000000000000e+01,NAT,NAT-OO,1.2000000000000000e+01,,South Africa,,
2385,Abu Zabi,3.0000000000000000e+00,3.5000000000000000e+01,GST,GST-UA,2.0000000000000000e+00,A,Orient,United Arab Emirates,
2387,African Is.,2.0000000000000000e+00,2.9000000000000000e+01,ALD,ALD-OO,1.1000000000000000e+01,,Madagascar and Mascarenes,,part of Amirante group
2389,Arabian Peninsula,3.0000000000000000e+00,3.5000000000000000e+01,,,2.0000000000000000e+00,A,Orient,,
2390,Bendel Province, Nigeria,2.0000000000000000e+00,2.2000000000000000e+01,NGA,NGA-OO,1.0000000000000000e+01,A,West Tropical Africa,,
2391,Islas las Aves,8.0000000000000000e+00,8.1000000000000000e+01,VNA,VNA-OO,1.7000000000000000e+01,,West Tropical South America,,[off Venezuela]
2393,Kefallinia,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,
2394,Zemlya Frantsa-Iosifa,3.0000000000000000e+00,3.0000000000000000e+01,WSB,WSB-OO,3.0000000000000000e+00,,Northern Asia,,
2395,Johor,4.0000000000000000e+00,4.2000000000000000e+01,MLY,MLY-PM,6.0000000000000000e+00,A,Malay Peninsula,,
2396,Kalmykyia,1.0000000000000000e+00,1.4000000000000000e+01,RUS,RUS-OO,1.0000000000000000e+00,,Europe,,
2397,Mamanuca Is.,6.0000000000000000e+00,6.0000000000000000e+01,FIJ,FIJ-OO,9.0000000000000000e+00,C,Fiji Islands,,
2398,Ile des Pins,6.0000000000000000e+00,6.0000000000000000e+01,NWC,NWC-OO,9.0000000000000000e+00,B,New Caledonia,,[Pacific]
2399,Isla de Juventud,8.0000000000000000e+00,8.1000000000000000e+01,CUB,CUB-OO,1.5000000000000000e+01,,West Indies,,[Caribbean]
2400,Ra's al Khaymah,3.0000000000000000e+00,3.5000000000000000e+01,GST,GST-UA,2.0000000000000000e+00,A,Orient,,
2401,Tanger,2.0000000000000000e+00,2.0000000000000000e+01,MOR,MOR-MO,2.0000000000000000e+00,B,North Africa,,
2402,Uruguay,8.0000000000000000e+00,8.5000000000000000e+01,URU,URU-OO,1.8000000000000000e+01,,Temperate South America,,
2405,Lindsay Is.,6.0000000000000000e+00,6.0000000000000000e+01,SOL,SOL-SO,9.0000000000000000e+00,A,Melanesia,,part of Brummitt Federation
2407,Czech Republic,1.0000000000000000e+00,1.1000000000000000e+01,CZE,CZE-CZ,1.0000000000000000e+00,,Europe,,
2408,Slovakia,1.0000000000000000e+00,1.1000000000000000e+01,CZE,CZE-SK,1.0000000000000000e+00,,Europe,,
2409,Slovenia,1.0000000000000000e+00,1.3000000000000000e+01,YUG,YUG-SL,1.0000000000000000e+00,,Europe,,
2410,Islas Chafarinas,2.0000000000000000e+00,2.0000000000000000e+01,MOR,MOR-SP,2.0000000000000000e+00,B,North Africa,,
2411,Chafarinas Is.,2.0000000000000000e+00,2.0000000000000000e+01,MOR,MOR-SP,2.0000000000000000e+00,B,North Africa,Islas Chafarinas,
2412,Penon de Velez de la Gomera,2.0000000000000000e+00,2.0000000000000000e+01,MOR,MOR-SP,2.0000000000000000e+00,B,North Africa,,
2413,Penon de Alhucemas,2.0000000000000000e+00,2.0000000000000000e+01,MOR,MOR-SP,2.0000000000000000e+00,B,North Africa,,
2414,Northern Cape Province,2.0000000000000000e+00,2.7000000000000000e+01,CPP,CPP-NC,1.2000000000000000e+01,,South Africa,,
2415,Eastern Cape Province,2.0000000000000000e+00,2.7000000000000000e+01,CPP,CPP-EC,1.2000000000000000e+01,,South Africa,,
2416,Western Cape Province,2.0000000000000000e+00,2.7000000000000000e+01,CPP,CPP-WC,1.2000000000000000e+01,,South Africa,,
2417,Northern Province,2.0000000000000000e+00,2.7000000000000000e+01,TVL,TVL-NP,1.2000000000000000e+01,,South Africa,,
2418,North West Province,2.0000000000000000e+00,2.7000000000000000e+01,TVL,TVL-NW,1.2000000000000000e+01,,South Africa,,
2419,Gauteng,2.0000000000000000e+00,2.7000000000000000e+01,TVL,TVL-GA,1.2000000000000000e+01,,South Africa,,
2420,Mpumalanga,2.0000000000000000e+00,2.7000000000000000e+01,TVL,TVL-MP,1.2000000000000000e+01,,South Africa,,
2421,Northern Provinces,2.0000000000000000e+00,2.7000000000000000e+01,TVL,,1.2000000000000000e+01,,South Africa,,
2422,Free State,2.0000000000000000e+00,2.7000000000000000e+01,OFS,OFS-OO,1.2000000000000000e+01,,South Africa,,
2423,KwaZulu Natal,2.0000000000000000e+00,2.7000000000000000e+01,NAT,NAT-OO,1.2000000000000000e+01,,South Africa,,
2424,Garhwal,4.0000000000000000e+00,4.0000000000000000e+01,WHM,WHM-UT,5.0000000000000000e+00,,India,,
2425,Kumaon,4.0000000000000000e+00,4.0000000000000000e+01,WHM,WHM-UT,5.0000000000000000e+00,,India,,
2427,Utrakhand,4.0000000000000000e+00,4.0000000000000000e+01,WHM,WHM-UT,5.0000000000000000e+00,,India,Uttaranchal,
2428,West Himalaya,4.0000000000000000e+00,4.0000000000000000e+01,WHM,,5.0000000000000000e+00,,India,,
2429,East Himalaya,4.0000000000000000e+00,4.0000000000000000e+01,EHM,,5.0000000000000000e+00,,India,,
2431,Tokelau,6.0000000000000000e+00,6.0000000000000000e+01,TOK,TOK-TO,9.0000000000000000e+00,D,Samoan Islands,,
2432,Tokelau-Manihiki,6.0000000000000000e+00,6.0000000000000000e+01,TOK,,9.0000000000000000e+00,D,Samoan Islands,,
2433,Chile Central,8.0000000000000000e+00,8.5000000000000000e+01,CLC,,1.8000000000000000e+01,,Temperate South Aerica,,
2434,Sado I.,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
2435,Awaji-shoto,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
2436,Shodo-shoto,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-SH,4.0000000000000000e+00,,Eastern Asia,,
2437,Ie-shima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
2438,Te-shima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-SH,4.0000000000000000e+00,,Eastern Asia,,
2439,Yashiro-jima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
2440,Nako-jima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-SH,4.0000000000000000e+00,,Eastern Asia,,
2441,Kurahashi-jima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
2442,Uoshima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-SH,4.0000000000000000e+00,,Eastern Asia,,
2443,Omi-shoto,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-SH,4.0000000000000000e+00,,Eastern Asia,,
2444,Inno-shima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
2445,Hakata-shima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-SH,4.0000000000000000e+00,,Eastern Asia,,
2446,Heigun-to,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
2447,Ya-shima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
2448,Hime-shima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-KY,4.0000000000000000e+00,,Eastern Asia,,
2449,Naga-shima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
2450,Koshiki-jima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-KY,4.0000000000000000e+00,,Eastern Asia,,
2451,Goto-retto,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-KY,4.0000000000000000e+00,,Eastern Asia,,
2452,Iki,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-KY,4.0000000000000000e+00,,Eastern Asia,,
2453,Rebun-to,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HK,4.0000000000000000e+00,,Eastern Asia,,
2455,Rishiri-to,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HK,4.0000000000000000e+00,,Eastern Asia,,
2456,Izu Is.,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
2457,Oki Is.,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
