ID,Gazetteer,L1 code,L2 code,L3 code,L4 code,Kew region code,Kew region subdivision,Kew region,Synonym,Notes
2065,St.Pierre-Miquelon,7.0000000000000000e+00,7.2000000000000000e+01,NFL,NFL-SP,1.3000000000000000e+01,,North America,,Overseas Departement of France
2066,St.Thomas,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-VI,1.5000000000000000e+01,,West Indies,,
2067,St.Vincent,8.0000000000000000e+00,8.1000000000000000e+01,WIN,WIN-SV,1.5000000000000000e+01,,West Indies,,
2068,Starbuck I.,6.0000000000000000e+00,6.1000000000000000e+01,LIN,LIN-KI,9.0000000000000000e+00,E,S.E. Polynesia,,
2069,Stavropol,3.0000000000000000e+00,3.3000000000000000e+01,NCS,NCS-ST,2.0000000000000000e+00,A,Orient,,
2070,Stewart I.,5.0000000000000000e+00,5.1000000000000000e+01,NZS,NZS-OO,8.0000000000000000e+00,,New Zealand,,[New Zealand]
2071,Stewart Is.,6.0000000000000000e+00,6.0000000000000000e+01,SOL,SOL-SO,9.0000000000000000e+00,A,Melanesia,,[Solomon Is.]
2072,Stoltenhoff I.,9.0000000000000000e+00,9.0000000000000000e+01,TDC,TDC-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,
2073,Stromboli,1.0000000000000000e+00,1.3000000000000000e+01,SIC,SIC-SI,1.0000000000000000e+00,,Europe,,
2074,Sudan,2.0000000000000000e+00,2.4000000000000000e+01,SUD,SUD-OO,1.0000000000000000e+01,C,North East Tropical Africa,,
2075,Sula Is.,4.0000000000000000e+00,4.2000000000000000e+01,MOL,MOL-OO,6.0000000000000000e+00,C,Malay Islands,,
2076,Sulawesi,4.0000000000000000e+00,4.2000000000000000e+01,SUL,SUL-OO,6.0000000000000000e+00,C,Malay Islands,,
2077,Sulu Is.,4.0000000000000000e+00,4.2000000000000000e+01,PHI,PHI-OO,6.0000000000000000e+00,D,Philippines,,
2078,Sumatera,4.0000000000000000e+00,4.2000000000000000e+01,SUM,SUM-OO,6.0000000000000000e+00,C,Malay Islands,,
2079,Sumatra,4.0000000000000000e+00,4.2000000000000000e+01,SUM,SUM-OO,6.0000000000000000e+00,C,Malay Islands,Sumatera,
2080,Sumba,4.0000000000000000e+00,4.2000000000000000e+01,LSI,LSI-LS,6.0000000000000000e+00,C,Malay Islands,,
2081,Sumbawa,4.0000000000000000e+00,4.2000000000000000e+01,LSI,LSI-LS,6.0000000000000000e+00,C,Malay Islands,,
2082,Sumisu-jima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
2083,Sunda,4.0000000000000000e+00,4.2000000000000000e+01,LSI,LSI-LS,6.0000000000000000e+00,C,Malay Islands,,
2084,Sunday I.,5.0000000000000000e+00,5.1000000000000000e+01,KER,KER-OO,8.0000000000000000e+00,,New Zealand,Raoul I.,
2085,Surinam,8.0000000000000000e+00,8.2000000000000000e+01,SUR,SUR-OO,1.6000000000000000e+01,,East Tropical South America,,
2086,Suvorov I.,6.0000000000000000e+00,6.0000000000000000e+01,TOK,TOK-MA,9.0000000000000000e+00,E,S.E. Polynesia,,
2087,Suwanose-jima,3.0000000000000000e+00,3.8000000000000000e+01,NNS,NNS-OO,4.0000000000000000e+00,,Eastern Asia,,part of Tokara-retto
2088,Suwarrow I.,6.0000000000000000e+00,6.0000000000000000e+01,TOK,TOK-MA,9.0000000000000000e+00,E,S.E. Polynesia,Suvorov I.,
2089,Svalbard,1.0000000000000000e+00,1.0000000000000000e+01,SVA,SVA-OO,1.0000000000000000e+00,,Europe,,
2090,Sverdlovsk,3.0000000000000000e+00,3.0000000000000000e+01,WSB,WSB-OO,3.0000000000000000e+00,,Northern Asia,,
2091,Sverige,1.0000000000000000e+00,1.0000000000000000e+01,SWE,SWE-OO,1.0000000000000000e+00,,Europe,Sweden,
2092,Swains I.,6.0000000000000000e+00,6.0000000000000000e+01,TOK,TOK-SW,9.0000000000000000e+00,D,Samoan Islands,,
2093,Swallow Is.,6.0000000000000000e+00,6.0000000000000000e+01,SCZ,SCZ-OO,9.0000000000000000e+00,A,Melanesia,,
2094,Swallow Reef,4.0000000000000000e+00,4.1000000000000000e+01,SCS,SCS-SI,6.0000000000000000e+00,F,South China Sea Islands,,
2095,Swan Is.,8.0000000000000000e+00,8.1000000000000000e+01,SWC,SWC-HC,1.4000000000000000e+01,,Central America,,
2096,Swat,4.0000000000000000e+00,4.0000000000000000e+01,PAK,PAK-OO,5.0000000000000000e+00,,India,,
2097,Swaziland,2.0000000000000000e+00,2.7000000000000000e+01,SWZ,SWZ-OO,1.2000000000000000e+01,,South Africa,,
2098,Sweden,1.0000000000000000e+00,1.0000000000000000e+01,SWE,SWE-OO,1.0000000000000000e+00,,Europe,,
2099,Switzerland,1.0000000000000000e+00,1.1000000000000000e+01,SWI,SWI-OO,1.0000000000000000e+00,,Europe,,
2100,Sydney I.,6.0000000000000000e+00,6.0000000000000000e+01,PHX,PHX-OO,9.0000000000000000e+00,D,Samoan Islands,Manra,
2101,Sylhet,4.0000000000000000e+00,4.0000000000000000e+01,BAN,BAN-OO,5.0000000000000000e+00,,India,,
2102,Syria,3.0000000000000000e+00,3.4000000000000000e+01,LBS,LBS-SY,2.0000000000000000e+00,A,Orient,,
2103,Syrian Arab Republic,3.0000000000000000e+00,3.4000000000000000e+01,LBS,LBS-SY,2.0000000000000000e+00,A,Orient,Syria,
2104,Szechuan,3.0000000000000000e+00,3.6000000000000000e+01,CHC,CHC-SC,4.0000000000000000e+00,,Eastern Asia,Sichuan,
2105,Tabar Is.,4.0000000000000000e+00,4.2000000000000000e+01,BIS,BIS-OO,6.0000000000000000e+00,E,New Guinea,,
2106,Tabasco,7.0000000000000000e+00,7.9000000000000000e+01,MXT,MXT-TB,1.4000000000000000e+01,,Central America,,
2107,Tabiteuea,6.0000000000000000e+00,6.0000000000000000e+01,GIL,GIL-OO,9.0000000000000000e+00,D,Samoan Islands,,
2108,Table I.,4.0000000000000000e+00,4.1000000000000000e+01,AND,AND-CO,5.0000000000000000e+00,,India,,
2109,Tabuaeran,6.0000000000000000e+00,6.1000000000000000e+01,LIN,LIN-KI,9.0000000000000000e+00,E,S.E. Polynesia,,
2110,Tadzhikistan,3.0000000000000000e+00,3.2000000000000000e+01,TZK,TZK-OO,3.0000000000000000e+00,,Northern Asia,,
2111,Tafahi,6.0000000000000000e+00,6.0000000000000000e+01,TON,TON-OO,9.0000000000000000e+00,D,Samoan Islands,,
2112,Tahaa,6.0000000000000000e+00,6.1000000000000000e+01,SCI,SCI-OO,9.0000000000000000e+00,E,S.E. Polynesia,,one of Iles sous le Vent
2113,Tahiti,6.0000000000000000e+00,6.1000000000000000e+01,SCI,SCI-OO,9.0000000000000000e+00,E,S.E. Polynesia,,one of Iles du Vent
2114,Taiwan,3.0000000000000000e+00,3.8000000000000000e+01,TAI,TAI-OO,4.0000000000000000e+00,,Eastern Asia,,
2115,Takeshima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,Tok-to,
2116,Talaud Is.,4.0000000000000000e+00,4.2000000000000000e+01,SUL,SUL-OO,6.0000000000000000e+00,C,Malay Islands,,
2117,Tamana,6.0000000000000000e+00,6.0000000000000000e+01,GIL,GIL-OO,9.0000000000000000e+00,D,Samoan Islands,,
2118,Tamaulipas,7.0000000000000000e+00,7.9000000000000000e+01,MXE,MXE-TA,1.4000000000000000e+01,,Central America,,
2119,Tambelan Is.,4.0000000000000000e+00,4.2000000000000000e+01,BOR,BOR-KA,6.0000000000000000e+00,C,Malay Islands,,
2120,Tambov,1.0000000000000000e+00,1.4000000000000000e+01,RUC,RUC-OO,1.0000000000000000e+00,,Europe,,
2121,Tamil Nadu,4.0000000000000000e+00,4.0000000000000000e+01,IND,IND-TN,5.0000000000000000e+00,,India,,
2122,Tana,6.0000000000000000e+00,6.0000000000000000e+01,VAN,VAN-OO,9.0000000000000000e+00,A,Melanesia,Tanna,
2123,Tanega,3.0000000000000000e+00,3.8000000000000000e+01,NNS,NNS-OO,4.0000000000000000e+00,,Eastern Asia,,
2124,Tanga Is.,4.0000000000000000e+00,4.2000000000000000e+01,BIS,BIS-OO,6.0000000000000000e+00,E,New Guinea,,
2125,Tanganyika,2.0000000000000000e+00,2.5000000000000000e+01,TAN,TAN-OO,1.0000000000000000e+01,D,East Tropical Africa,Tanzania,
2126,Tangier,2.0000000000000000e+00,2.0000000000000000e+01,MOR,MOR-MO,2.0000000000000000e+00,B,North Africa,Tanger,
2127,Tanimbar Is.,4.0000000000000000e+00,4.2000000000000000e+01,LSI,LSI-LS,6.0000000000000000e+00,C,Malay Islands,,
2128,Tanna,6.0000000000000000e+00,6.0000000000000000e+01,VAN,VAN-OO,9.0000000000000000e+00,A,Melanesia,,
2129,Tanzania,2.0000000000000000e+00,2.5000000000000000e+01,TAN,TAN-OO,1.0000000000000000e+01,D,East Tropical Africa,,
2130,Tarapacá,8.0000000000000000e+00,8.5000000000000000e+01,CLN,CLN-TA,1.8000000000000000e+01,,Temperate South America,,
2131,Tarawa,6.0000000000000000e+00,6.0000000000000000e+01,GIL,GIL-OO,9.0000000000000000e+00,D,Samoan Islands,,
2132,Tartar,1.0000000000000000e+00,1.4000000000000000e+01,RUE,RUE-OO,1.0000000000000000e+00,,Europe,Tartariya,
2133,Tasmania,5.0000000000000000e+00,5.0000000000000000e+01,TAS,TAS-OO,7.0000000000000000e+00,,Australia,,
2134,Tartariya,1.0000000000000000e+00,1.4000000000000000e+01,RUE,RUE-OO,1.0000000000000000e+00,,Europe,,
2135,Tau,6.0000000000000000e+00,6.0000000000000000e+01,SAM,SAM-AS,9.0000000000000000e+00,D,Samoan Islands,,
2136,Tauu Is.,6.0000000000000000e+00,6.0000000000000000e+01,SOL,SOL-NO,9.0000000000000000e+00,A,Melanesia,,
2137,Taveuni,6.0000000000000000e+00,6.0000000000000000e+01,FIJ,FIJ-OO,9.0000000000000000e+00,C,Fiji Islands,,
2138,Tawitawi,4.0000000000000000e+00,4.2000000000000000e+01,PHI,PHI-OO,6.0000000000000000e+00,D,Philippines,,one of Sulu Is.
2139,Taymyr,3.0000000000000000e+00,3.0000000000000000e+01,KRA,KRA-OO,3.0000000000000000e+00,,Northern Asia,,
2140,Tchad,2.0000000000000000e+00,2.4000000000000000e+01,CHA,CHA-OO,1.0000000000000000e+01,B,Cameroons and Congo,Chad,
2141,Tenasserim,4.0000000000000000e+00,4.1000000000000000e+01,MYA,MYA-OO,5.0000000000000000e+00,,India,,
2142,Tenedos,3.0000000000000000e+00,3.4000000000000000e+01,TUR,TUR-OO,2.0000000000000000e+00,A,Orient,Bozcaada,
2143,Tenerife,2.0000000000000000e+00,2.1000000000000000e+01,CNY,CNY-OO,2.0000000000000000e+00,C,Atlantic Islands,,
2144,Tengah Is.,4.0000000000000000e+00,4.2000000000000000e+01,SUL,SUL-OO,6.0000000000000000e+00,C,Malay Islands,,
2145,Tennessee,7.0000000000000000e+00,7.8000000000000000e+01,TEN,TEN-OO,1.3000000000000000e+01,,North America,,
2146,Teraina,6.0000000000000000e+00,6.1000000000000000e+01,LIN,LIN-KI,9.0000000000000000e+00,E,S.E. Polynesia,,
2147,Terceira,2.0000000000000000e+00,2.1000000000000000e+01,AZO,AZO-OO,2.0000000000000000e+00,C,Atlantic Islands,,
2148,Terengganu,4.0000000000000000e+00,4.2000000000000000e+01,MLY,MLY-PM,6.0000000000000000e+00,A,Malay Peninsula,,
2149,Terra Adelie,9.0000000000000000e+00,9.1000000000000000e+01,ANT,ANT-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,
2150,Terre de Bas,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-GU,1.5000000000000000e+01,,West Indies,,one of Iles des Saintes
2151,Terre de Haut,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-GU,1.5000000000000000e+01,,West Indies,,one of Iles des Saintes
2152,Testigos, Los,8.0000000000000000e+00,8.1000000000000000e+01,VNA,VNA-OO,1.7000000000000000e+01,,West Tropical South America,,
2153,Tetiaroa,6.0000000000000000e+00,6.1000000000000000e+01,SCI,SCI-OO,9.0000000000000000e+00,E,S.E. Polynesia,,one of Iles du Vent
2154,Texas,7.0000000000000000e+00,7.7000000000000000e+01,TEX,TEX-OO,1.3000000000000000e+01,,North America,,
2155,Thailand,4.0000000000000000e+00,4.1000000000000000e+01,THA,THA-OO,6.0000000000000000e+00,B,Indo-China,,
2156,Thasos,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,
2157,The Gambia,2.0000000000000000e+00,2.2000000000000000e+01,GAM,GAM-OO,1.0000000000000000e+01,A,West Tropical Africa,,
2158,The Netherlands,1.0000000000000000e+00,1.1000000000000000e+01,NET,NET-OO,1.0000000000000000e+00,,Europe,,
2159,Thira,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,one of Kikladhes
2160,Thitu Is.,4.0000000000000000e+00,4.1000000000000000e+01,SCS,SCS-SI,6.0000000000000000e+00,F,South China Sea Islands,,
2161,Three Kings Is.,5.0000000000000000e+00,5.1000000000000000e+01,NZN,NZN-OO,8.0000000000000000e+00,,New Zealand,,
2162,Thursday I.,5.0000000000000000e+00,5.0000000000000000e+01,QLD,QLD-QU,7.0000000000000000e+00,,Australia,,
2163,Tianjin,3.0000000000000000e+00,3.6000000000000000e+01,CHN,CHN-HB,4.0000000000000000e+00,,Eastern Asia,,
2164,Tibet,3.0000000000000000e+00,3.6000000000000000e+01,CHT,CHT-OO,4.0000000000000000e+00,,Eastern Asia,Tibet,
2165,Tibet-Qinghai,3.0000000000000000e+00,3.6000000000000000e+01,CHT,,4.0000000000000000e+00,,Eastern Asia,,see Tibet and see Qinghai
2166,Tientsin,3.0000000000000000e+00,3.6000000000000000e+01,CHN,CHN-HB,4.0000000000000000e+00,,Eastern Asia,Tianjin,
2167,Tierra del Fuego,8.0000000000000000e+00,8.5000000000000000e+01,,,1.8000000000000000e+01,,Temperate South America,Tierra del Fuego (Argentina) and Tierra del Fuego (Chile),
2168,Tierra del Fuego (Argentina),8.0000000000000000e+00,8.5000000000000000e+01,AGS,AGS-TF,1.8000000000000000e+01,,Temperate South America,,
2169,Tierra del Fuego (Chile),8.0000000000000000e+00,8.5000000000000000e+01,CLS,CLS-MG,1.8000000000000000e+01,,Temperate South America,,
2170,Tikopia I.,6.0000000000000000e+00,6.0000000000000000e+01,SCZ,SCZ-OO,9.0000000000000000e+00,A,Melanesia,,
2171,Tilos,3.0000000000000000e+00,3.4000000000000000e+01,EAI,EAI-OO,2.0000000000000000e+00,A,Orient,,one of Dhodekanisos
2172,Timor,4.0000000000000000e+00,4.2000000000000000e+01,LSI,LSI-LS,6.0000000000000000e+00,C,Malay Islands,,
2173,Tinhosa I.,2.0000000000000000e+00,2.3000000000000000e+01,GGI,GGI-PR,1.0000000000000000e+01,B,Cameroons and Congo,,
2174,Tinian,6.0000000000000000e+00,6.2000000000000000e+01,MRN,MRN-NM,9.0000000000000000e+00,F,Micronesia,,
2175,Tinos,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,one of Kikladhes
2176,Tlaxcala,7.0000000000000000e+00,7.9000000000000000e+01,MXC,MXC-TL,1.4000000000000000e+01,,Central America,,
2177,To-shima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
2178,Tobago,8.0000000000000000e+00,8.1000000000000000e+01,TRT,TRT-OO,1.5000000000000000e+01,,West Indies,,
2179,Tobago I.,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-BV,1.5000000000000000e+01,,West Indies,,[Virgin Is.]
2180,Tobi,6.0000000000000000e+00,6.2000000000000000e+01,CRL,CRL-PA,9.0000000000000000e+00,F,Micronesia,,
2181,Tocantins,8.0000000000000000e+00,8.4000000000000000e+01,BZN,BZN-TO,1.6000000000000000e+01,,East Tropical South America,,
2182,Tofua,6.0000000000000000e+00,6.0000000000000000e+01,TON,TON-OO,9.0000000000000000e+00,D,Samoan Islands,,
2183,Togo,2.0000000000000000e+00,2.2000000000000000e+01,TOG,TOG-OO,1.0000000000000000e+01,A,West Tropical Africa,,
2184,Tok-to,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
2185,Tokara-retto,3.0000000000000000e+00,3.8000000000000000e+01,NNS,NNS-OO,4.0000000000000000e+00,,Eastern Asia,,
2186,Tokelau Is.,6.0000000000000000e+00,6.0000000000000000e+01,TOK,TOK-TO,9.0000000000000000e+00,D,Samoan Islands,Tokelau,I. Territory Overseas of New Zealand
2187,Tokuno-shima,3.0000000000000000e+00,3.8000000000000000e+01,NNS,NNS-OO,4.0000000000000000e+00,,Eastern Asia,,part of Amami-shoto
2188,Tolokiwa I.,4.0000000000000000e+00,4.2000000000000000e+01,BIS,BIS-OO,6.0000000000000000e+00,E,New Guinea,,
2189,Tomsk,3.0000000000000000e+00,3.0000000000000000e+01,WSB,WSB-OO,3.0000000000000000e+00,,Northern Asia,,
2190,Tonga,6.0000000000000000e+00,6.0000000000000000e+01,TON,TON-OO,9.0000000000000000e+00,D,Samoan Islands,,
2191,Tongareva,6.0000000000000000e+00,6.0000000000000000e+01,TOK,TOK-MA,9.0000000000000000e+00,E,S.E. Polynesia,,
2192,Tongatapu Is.,6.0000000000000000e+00,6.0000000000000000e+01,TON,TON-OO,9.0000000000000000e+00,D,Samoan Islands,,
2193,Tonkin,4.0000000000000000e+00,4.1000000000000000e+01,VIE,VIE-OO,6.0000000000000000e+00,B,Indo-China,,
2194,Tori-shima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
2195,Torres Is.,6.0000000000000000e+00,6.0000000000000000e+01,VAN,VAN-OO,9.0000000000000000e+00,A,Melanesia,,
2196,Tortola,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-BV,1.5000000000000000e+01,,West Indies,,
2197,Tortuga, La,8.0000000000000000e+00,8.1000000000000000e+01,VNA,VNA-OO,1.7000000000000000e+01,,West Tropical South America,,
2198,Transcaucasus,3.0000000000000000e+00,3.3000000000000000e+01,TCS,,2.0000000000000000e+00,A,Orient,,
2199,Transjordan,3.0000000000000000e+00,3.4000000000000000e+01,PAL,PAL-JO,2.0000000000000000e+00,A,Orient,Jordan,
2200,Transkei,2.0000000000000000e+00,2.7000000000000000e+01,NAT,CPP-EC,1.2000000000000000e+01,,South Africa,,
2201,Transvaal,2.0000000000000000e+00,2.7000000000000000e+01,TVL,,1.2000000000000000e+01,,South Africa,Northern Provinces,
2202,Treasury Is.,6.0000000000000000e+00,6.0000000000000000e+01,SOL,SOL-SO,9.0000000000000000e+00,A,Melanesia,,
2203,Tregosse Islets,5.0000000000000000e+00,5.0000000000000000e+01,QLD,QLD-CS,7.0000000000000000e+00,,Australia,,
2204,Tres Marias Is.,7.0000000000000000e+00,7.9000000000000000e+01,MXS,MXS-NA,1.4000000000000000e+01,,Central America,Marias Is.,
2205,Trindade,8.0000000000000000e+00,8.4000000000000000e+01,BZL,BZL-TR,1.6000000000000000e+01,,East Tropical South America,,
2206,Trinidad,8.0000000000000000e+00,8.1000000000000000e+01,TRT,TRT-OO,1.5000000000000000e+01,,West Indies,,
2207,Trinidad-Tobago,8.0000000000000000e+00,8.1000000000000000e+01,TRT,TRT-OO,1.5000000000000000e+01,,West Indies,,
2208,Tripura,4.0000000000000000e+00,4.0000000000000000e+01,ASS,ASS-TR,5.0000000000000000e+00,,India,,
2209,Tristan da Cunha,9.0000000000000000e+00,9.0000000000000000e+01,TDC,TDC-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,Dependency of St. Helena
2210,Trobriand Is.,4.0000000000000000e+00,4.2000000000000000e+01,NWG,NWG-PN,6.0000000000000000e+00,E,New Guinea,,
2211,Tromelin I.,2.0000000000000000e+00,2.9000000000000000e+01,REU,REU-OO,1.1000000000000000e+01,,Madagascar and Mascarenes,,
2212,Trucial States,3.0000000000000000e+00,3.5000000000000000e+01,GST,GST-UA,2.0000000000000000e+00,A,Orient,United Arab Emirates,
2213,Truk,6.0000000000000000e+00,6.2000000000000000e+01,CRL,CRL-MF,9.0000000000000000e+00,F,Micronesia,,
2214,Tsinghai,3.0000000000000000e+00,3.6000000000000000e+01,CHQ,,4.0000000000000000e+00,,Eastern Asia,Qinghai,
2215,Tsushima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-KY,4.0000000000000000e+00,,Eastern Asia,,
2216,Tuamotu,6.0000000000000000e+00,6.1000000000000000e+01,TUA,TUA-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
2217,Tubuai I.,6.0000000000000000e+00,6.1000000000000000e+01,TUB,TUB-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
2218,Tucumán,8.0000000000000000e+00,8.5000000000000000e+01,AGW,AGW-TU,1.8000000000000000e+01,,Temperate South America,,
2219,Tukangbesi Is.,4.0000000000000000e+00,4.2000000000000000e+01,SUL,SUL-OO,6.0000000000000000e+00,C,Malay Islands,,
2220,Tula,1.0000000000000000e+00,1.4000000000000000e+01,RUS,RUS-OO,1.0000000000000000e+00,,Europe,,
2221,Tunisia,2.0000000000000000e+00,2.0000000000000000e+01,TUN,TUN-OO,2.0000000000000000e+00,B,North Africa,,
2222,Turkey,3.0000000000000000e+00,3.4000000000000000e+01,TUR,TUR-OO,2.0000000000000000e+00,A,Orient,,excluding Turkey-in-Europe
2223,Turkey-in-Europe,1.0000000000000000e+00,1.3000000000000000e+01,TUE,TUE-OO,1.0000000000000000e+00,,Europe,,
2224,Turkmenistan,3.0000000000000000e+00,3.2000000000000000e+01,TKM,TKM-OO,3.0000000000000000e+00,,Northern Asia,,
2225,Turkmeniya,3.0000000000000000e+00,3.2000000000000000e+01,TKM,TKM-OO,3.0000000000000000e+00,,Northern Asia,Turkmenistan,
2226,Turks Is.,8.0000000000000000e+00,8.1000000000000000e+01,TCI,TCI-OO,1.5000000000000000e+01,,West Indies,,
2227,Turks-Caicos Is.,8.0000000000000000e+00,8.1000000000000000e+01,TCI,TCI-OO,1.5000000000000000e+01,,West Indies,,U.K. Dependent Territory
2228,Turtle I.,5.0000000000000000e+00,5.0000000000000000e+01,QLD,QLD-CS,7.0000000000000000e+00,,Australia,,[Great Barrier Reef]
2229,Turtle I.,5.0000000000000000e+00,5.0000000000000000e+01,WAU,WAU-WA,7.0000000000000000e+00,,Australia,,[W. Australia]
2230,Tutuila,6.0000000000000000e+00,6.0000000000000000e+01,SAM,SAM-AS,9.0000000000000000e+00,D,Samoan Islands,,
2231,Tuva,3.0000000000000000e+00,3.0000000000000000e+01,TVA,TVA-OO,3.0000000000000000e+00,,Northern Asia,,
2232,Tuvalu,6.0000000000000000e+00,6.0000000000000000e+01,TUV,TUV-OO,9.0000000000000000e+00,D,Samoan Islands,,
2233,Tuvinskaya A.S.S.R.,3.0000000000000000e+00,3.0000000000000000e+01,TVA,TVA-OO,3.0000000000000000e+00,,Northern Asia,,
2234,Tver,1.0000000000000000e+00,1.4000000000000000e+01,RUC,RUC-OO,1.0000000000000000e+00,,Europe,,
2235,Tyumen,3.0000000000000000e+00,3.0000000000000000e+01,WSB,WSB-OO,3.0000000000000000e+00,,Northern Asia,,
2236,U.S. Line Is.,6.0000000000000000e+00,6.1000000000000000e+01,LIN,LIN-US,9.0000000000000000e+00,E,S.E. Polynesia,,
2237,Ua Huka,6.0000000000000000e+00,6.1000000000000000e+01,MRQ,MRQ-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
2238,Uap,6.0000000000000000e+00,6.2000000000000000e+01,CRL,CRL-MF,9.0000000000000000e+00,F,Micronesia,Yap,
2239,Ubangui,2.0000000000000000e+00,2.3000000000000000e+01,CAF,CAF-OO,1.0000000000000000e+01,B,Cameroons and Congo,,
2240,Ubangui Shari,2.0000000000000000e+00,2.3000000000000000e+01,CAF,CAF-OO,1.0000000000000000e+01,B,Cameroons and Congo,Central African Republic,
2241,Udmurtiya,1.0000000000000000e+00,1.4000000000000000e+01,RUE,RUE-OO,1.0000000000000000e+00,,Europe,,
2242,Uganda,2.0000000000000000e+00,2.5000000000000000e+01,UGA,UGA-OO,1.0000000000000000e+01,D,East Tropical Africa,,
2243,Ukraina,1.0000000000000000e+00,1.4000000000000000e+01,UKR,,1.0000000000000000e+00,,Europe,Ukraine,excluding Krym, including Moldova
2244,Ukraina,1.0000000000000000e+00,1.4000000000000000e+01,UKR,UKR-UK,1.0000000000000000e+00,,Europe,Ukraine,excluding Krym and Moldova
2245,Ukraine,1.0000000000000000e+00,1.4000000000000000e+01,UKR,UKR-UK,1.0000000000000000e+00,,Europe,,excluding Krym and Moldova
2246,Ullung do,3.0000000000000000e+00,3.8000000000000000e+01,KOR,KOR-SK,4.0000000000000000e+00,,Eastern Asia,,
2247,Ulyanovsk,1.0000000000000000e+00,1.4000000000000000e+01,RUC,RUC-OO,1.0000000000000000e+00,,Europe,,
2248,Umboi,4.0000000000000000e+00,4.2000000000000000e+01,BIS,BIS-OO,6.0000000000000000e+00,E,New Guinea,,
2249,Umm Al-Qaywayn,3.0000000000000000e+00,3.5000000000000000e+01,GST,GST-UA,2.0000000000000000e+00,A,Orient,,
2250,Unimak I.,7.0000000000000000e+00,7.0000000000000000e+01,ALU,ALU-OO,1.3000000000000000e+01,,North America,,
2251,Union Is.,6.0000000000000000e+00,6.0000000000000000e+01,TOK,TOK-TO,9.0000000000000000e+00,D,Samoan Islands,,[Pacific]
2252,Union,8.0000000000000000e+00,8.1000000000000000e+01,WIN,WIN-SV,1.5000000000000000e+01,,West Indies,,[Caribbean] one of Grenadines of St.Vincent
2253,United Arab Emirates,3.0000000000000000e+00,3.5000000000000000e+01,GST,GST-UA,2.0000000000000000e+00,A,Orient,,
2254,United Arab Republic,,,,,2.0000000000000000e+00,A,Orient,Egypt, Sinai and Syria,
2255,United Kingdom,1.0000000000000000e+00,1.0000000000000000e+01,,,1.0000000000000000e+00,,Europe,Great Britain and Northern Ireland,
2256,United States of America,7.0000000000000000e+00,,,,1.3000000000000000e+01,,North America,Alaska, Aleutian Is. and Regions 63 North-Central Pacific, 73 Northwestern U.S.A., 74 North-Central U.S.A., 75 Northeastern U.S.A., 76 Southwestern U.S.A., 77 South-Central U.S.A. and 78 Southeastern U.S.A.,
2257,U.S.A.,7.0000000000000000e+00,,,,1.3000000000000000e+01,,North America,Alaska, Aleutian Is. and Regions 63 North-Central Pacific, 73 Northwestern U.S.A., 74 North-Central U.S.A., 75 Northeastern U.S.A., 76 Southwestern U.S.A., 77 South-Central U.S.A. and 78 Southeastern U.S.A.,
2258,U.S.S.R.,,,,,,,,Regions 14 Eastern Europe, 30 Siberia, 31 Russian Far East, 32 Middle Asia, 33 Caucasus,split between areas 1 Europe and 3 Northern Asia of Kew system
2259,Ust-Ordinskiy Buryat,3.0000000000000000e+00,3.0000000000000000e+01,IRK,IRK-OO,3.0000000000000000e+00,,Northern Asia,,
2260,Ustica,1.0000000000000000e+00,1.3000000000000000e+01,SIC,SIC-SI,1.0000000000000000e+00,,Europe,,
2261,Utah,7.0000000000000000e+00,7.6000000000000000e+01,UTA,UTA-OO,1.3000000000000000e+01,,North America,,
2262,Uttar Pradesh,4.0000000000000000e+00,4.0000000000000000e+01,IND,IND-UP,5.0000000000000000e+00,,India,,
2263,Utupua I.,6.0000000000000000e+00,6.0000000000000000e+01,SCZ,SCZ-OO,9.0000000000000000e+00,A,Melanesia,,
